document_id,project_id,document_type,document_date,amount,contractor,location,file_path,extracted_text,status
DOC00645,P00645,Sanction Letter,2024-07-14,6827000.0,Contractor_049,"Madurai, Tamil Nadu",,"Document for project P00645. Type: Sanction Letter. Amount: 6827000.0. Contractor: Contractor_049. Location: Madurai, Tamil Nadu.",In Progress
DOC00646,P00646,Utilization Certificate,2024-09-15,973000.0,Contractor_017,"Kota, Rajasthan",,"Document for project P00646. Type: Utilization Certificate. Amount: 973000.0. Contractor: Contractor_017. Location: Kota, Rajasthan.",In Progress
DOC00647,P00647,Completion Certificate,2024-12-24,1033000.0,Contractor_019,"Jaipur, Rajasthan",,"Document for project P00647. Type: Completion Certificate. Amount: 1033000.0. Contractor: Contractor_019. Location: Jaipur, Rajasthan.",Completed
DOC00648,P00648,Inspection Report,2025-09-16,2429000.0,Contractor_060,"Belagavi, Karnataka",,"Document for project P00648. Type: Inspection Report. Amount: 2429000.0. Contractor: Contractor_060. Location: Belagavi, Karnataka.",Delayed
DOC00649,P00649,Sanction Letter,2025-04-30,3114000.0,Contractor_016,"Nagpur, Maharashtra",,"Document for project P00649. Type: Sanction Letter. Amount: 3114000.0. Contractor: Contractor_016. Location: Nagpur, Maharashtra.",In Progress
DOC00650,P00650,Utilization Certificate,2025-07-06,1531000.0,Contractor_024,"Visakhapatnam, Andhra Pradesh",,"Document for project P00650. Type: Utilization Certificate. Amount: 1531000.0. Contractor: Contractor_024. Location: Visakhapatnam, Andhra Pradesh.",In Progress
DOC00651,P00651,Completion Certificate,2024-02-27,1488750.0,Contractor_050,"Nagpur, Maharashtra",,"Document for project P00651. Type: Completion Certificate. Amount: 1488750.0. Contractor: Contractor_050. Location: Nagpur, Maharashtra.",In Progress
DOC00652,P00652,Inspection Report,2026-03-23,1319000.0,Contractor_053,"Aurangabad, Maharashtra",,"Document for project P00652. Type: Inspection Report. Amount: 1319000.0. Contractor: Contractor_053. Location: Aurangabad, Maharashtra.",Completed
DOC00653,P00653,Sanction Letter,2025-04-07,219000.0,Contractor_053,"Surat, Gujarat",,"Document for project P00653. Type: Sanction Letter. Amount: 219000.0. Contractor: Contractor_053. Location: Surat, Gujarat.",Completed
DOC00654,P00654,Utilization Certificate,2025-08-31,299000.0,Contractor_045,"Vadodara, Gujarat",,"Document for project P00654. Type: Utilization Certificate. Amount: 299000.0. Contractor: Contractor_045. Location: Vadodara, Gujarat.",In Progress
DOC00655,P00655,Completion Certificate,2024-06-12,3401000.0,Contractor_032,"Mysuru, Karnataka",,"Document for project P00655. Type: Completion Certificate. Amount: 3401000.0. Contractor: Contractor_032. Location: Mysuru, Karnataka.",Completed
DOC00656,P00656,Inspection Report,2025-12-20,1842000.0,Contractor_051,"Jodhpur, Rajasthan",,"Document for project P00656. Type: Inspection Report. Amount: 1842000.0. Contractor: Contractor_051. Location: Jodhpur, Rajasthan.",Completed
DOC00657,P00657,Sanction Letter,2025-03-30,203000.0,Contractor_022,"Vadodara, Gujarat",,"Document for project P00657. Type: Sanction Letter. Amount: 203000.0. Contractor: Contractor_022. Location: Vadodara, Gujarat.",In Progress
DOC00658,P00658,Utilization Certificate,2025-12-03,783000.0,Contractor_016,"Malda, West Bengal",,"Document for project P00658. Type: Utilization Certificate. Amount: 783000.0. Contractor: Contractor_016. Location: Malda, West Bengal.",In Progress
DOC00659,P00659,Completion Certificate,2024-01-18,1181000.0,Contractor_004,"Kollam, Kerala",,"Document for project P00659. Type: Completion Certificate. Amount: 1181000.0. Contractor: Contractor_004. Location: Kollam, Kerala.",Delayed
DOC00660,P00660,Inspection Report,2024-04-22,3550000.0,Contractor_008,"Kolkata, West Bengal",,"Document for project P00660. Type: Inspection Report. Amount: 3550000.0. Contractor: Contractor_008. Location: Kolkata, West Bengal.",In Progress
DOC00661,P00661,Sanction Letter,2025-07-03,1136000.0,Contractor_056,"Kolkata, West Bengal",,"Document for project P00661. Type: Sanction Letter. Amount: 1136000.0. Contractor: Contractor_056. Location: Kolkata, West Bengal.",In Progress
DOC00662,P00662,Utilization Certificate,2025-01-19,905000.0,Contractor_020,"Nashik, Maharashtra",,"Document for project P00662. Type: Utilization Certificate. Amount: 905000.0. Contractor: Contractor_020. Location: Nashik, Maharashtra.",In Progress
DOC00663,P00663,Completion Certificate,2026-01-08,3693000.0,Contractor_033,"Ernakulam, Kerala",,"Document for project P00663. Type: Completion Certificate. Amount: 3693000.0. Contractor: Contractor_033. Location: Ernakulam, Kerala.",In Progress
DOC00664,P00664,Inspection Report,2024-12-30,1358000.0,Contractor_012,"Tirupati, Andhra Pradesh",,"Document for project P00664. Type: Inspection Report. Amount: 1358000.0. Contractor: Contractor_012. Location: Tirupati, Andhra Pradesh.",Completed
DOC00665,P00665,Sanction Letter,2024-04-22,2216000.0,Contractor_045,"Surat, Gujarat",,"Document for project P00665. Type: Sanction Letter. Amount: 2216000.0. Contractor: Contractor_045. Location: Surat, Gujarat.",In Progress
DOC00666,P00666,Utilization Certificate,2024-04-20,690000.0,Contractor_002,"Kozhikode, Kerala",,"Document for project P00666. Type: Utilization Certificate. Amount: 690000.0. Contractor: Contractor_002. Location: Kozhikode, Kerala.",Completed
DOC00667,P00667,Completion Certificate,2025-02-11,945000.0,Contractor_055,"Nashik, Maharashtra",,"Document for project P00667. Type: Completion Certificate. Amount: 945000.0. Contractor: Contractor_055. Location: Nashik, Maharashtra.",In Progress
DOC00668,P00668,Inspection Report,2025-12-15,1052000.0,Contractor_033,"Coimbatore, Tamil Nadu",,"Document for project P00668. Type: Inspection Report. Amount: 1052000.0. Contractor: Contractor_033. Location: Coimbatore, Tamil Nadu.",In Progress
DOC00669,P00669,Sanction Letter,2026-03-14,226000.0,Contractor_013,"Cuttack, Odisha",,"Document for project P00669. Type: Sanction Letter. Amount: 226000.0. Contractor: Contractor_013. Location: Cuttack, Odisha.",In Progress
DOC00670,P00670,Utilization Certificate,2025-09-19,4879000.0,Contractor_011,"Guntur, Andhra Pradesh",,"Document for project P00670. Type: Utilization Certificate. Amount: 4879000.0. Contractor: Contractor_011. Location: Guntur, Andhra Pradesh.",In Progress
DOC00671,P00671,Completion Certificate,2025-04-05,1345000.0,Contractor_010,"Darjeeling, West Bengal",,"Document for project P00671. Type: Completion Certificate. Amount: 1345000.0. Contractor: Contractor_010. Location: Darjeeling, West Bengal.",In Progress
DOC00672,P00672,Inspection Report,2025-12-11,1422000.0,Contractor_010,"Ganjam, Odisha",,"Document for project P00672. Type: Inspection Report. Amount: 1422000.0. Contractor: Contractor_010. Location: Ganjam, Odisha.",Completed
DOC00673,P00673,Sanction Letter,2026-04-23,331000.0,Contractor_026,"Chennai, Tamil Nadu",,"Document for project P00673. Type: Sanction Letter. Amount: 331000.0. Contractor: Contractor_026. Location: Chennai, Tamil Nadu.",In Progress
DOC00674,P00674,Utilization Certificate,2024-10-31,764000.0,Contractor_046,"Ahmedabad, Gujarat",,"Document for project P00674. Type: Utilization Certificate. Amount: 764000.0. Contractor: Contractor_046. Location: Ahmedabad, Gujarat.",In Progress
DOC00675,P00675,Completion Certificate,2025-02-05,584000.0,Contractor_038,"Nagpur, Maharashtra",,"Document for project P00675. Type: Completion Certificate. Amount: 584000.0. Contractor: Contractor_038. Location: Nagpur, Maharashtra.",In Progress
DOC00676,P00676,Inspection Report,2025-07-09,1404000.0,Different Contractor,"Jaipur, Rajasthan",,"Document for project P00676. Type: Inspection Report. Amount: 1404000.0. Contractor: Different Contractor. Location: Jaipur, Rajasthan.",In Progress
DOC00677,P00677,Sanction Letter,2024-05-30,1772000.0,Contractor_022,"Belagavi, Karnataka",,"Document for project P00677. Type: Sanction Letter. Amount: 1772000.0. Contractor: Contractor_022. Location: Belagavi, Karnataka.",In Progress
DOC00678,P00678,Utilization Certificate,2026-02-17,2543000.0,Contractor_012,"Thrissur, Kerala",,"Document for project P00678. Type: Utilization Certificate. Amount: 2543000.0. Contractor: Contractor_012. Location: Thrissur, Kerala.",In Progress
DOC00679,P00679,Completion Certificate,2025-10-09,1003000.0,Contractor_035,"Salem, Tamil Nadu",,"Document for project P00679. Type: Completion Certificate. Amount: 1003000.0. Contractor: Contractor_035. Location: Salem, Tamil Nadu.",In Progress
DOC00680,P00680,Inspection Report,2025-01-12,1354000.0,Contractor_019,"Ernakulam, Kerala",,"Document for project P00680. Type: Inspection Report. Amount: 1354000.0. Contractor: Contractor_019. Location: Ernakulam, Kerala.",Delayed
DOC00681,P00681,Sanction Letter,2025-08-31,935000.0,Contractor_057,"Ganjam, Odisha",,"Document for project P00681. Type: Sanction Letter. Amount: 935000.0. Contractor: Contractor_057. Location: Ganjam, Odisha.",Delayed
DOC00682,P00682,Utilization Certificate,2024-07-14,1660000.0,Contractor_016,"Bengaluru Urban, Karnataka",,"Document for project P00682. Type: Utilization Certificate. Amount: 1660000.0. Contractor: Contractor_016. Location: Bengaluru Urban, Karnataka.",Delayed
DOC00683,P00683,Completion Certificate,2025-03-07,783000.0,Contractor_055,"Malda, West Bengal",,"Document for project P00683. Type: Completion Certificate. Amount: 783000.0. Contractor: Contractor_055. Location: Malda, West Bengal.",In Progress
DOC00684,P00684,Inspection Report,2024-02-16,1110000.0,Contractor_002,"Madurai, Tamil Nadu",,"Document for project P00684. Type: Inspection Report. Amount: 1110000.0. Contractor: Contractor_002. Location: Madurai, Tamil Nadu.",Delayed
DOC00685,P00685,Sanction Letter,2025-12-27,591000.0,Contractor_040,"Kozhikode, Kerala",,"Document for project P00685. Type: Sanction Letter. Amount: 591000.0. Contractor: Contractor_040. Location: Kozhikode, Kerala.",In Progress
DOC00686,P00686,Utilization Certificate,2026-04-10,2161000.0,Contractor_043,"Tirupati, Andhra Pradesh",,"Document for project P00686. Type: Utilization Certificate. Amount: 2161000.0. Contractor: Contractor_043. Location: Tirupati, Andhra Pradesh.",In Progress
DOC00687,P00687,Completion Certificate,2024-08-07,1657000.0,Contractor_020,"Jodhpur, Rajasthan",,"Document for project P00687. Type: Completion Certificate. Amount: 1657000.0. Contractor: Contractor_020. Location: Jodhpur, Rajasthan.",In Progress
DOC00688,P00688,Inspection Report,2026-02-08,159000.0,Contractor_003,"Warangal, Telangana",,"Document for project P00688. Type: Inspection Report. Amount: 159000.0. Contractor: Contractor_003. Location: Warangal, Telangana.",In Progress
DOC00689,P00689,Sanction Letter,2025-03-11,988000.0,Contractor_004,"Tirupati, Andhra Pradesh",,"Document for project P00689. Type: Sanction Letter. Amount: 988000.0. Contractor: Contractor_004. Location: Tirupati, Andhra Pradesh.",Delayed
DOC00690,P00690,Utilization Certificate,2024-12-18,1310000.0,Contractor_028,"Nizamabad, Telangana",,"Document for project P00690. Type: Utilization Certificate. Amount: 1310000.0. Contractor: Contractor_028. Location: Nizamabad, Telangana.",In Progress
DOC00691,P00691,Completion Certificate,2024-12-20,448000.0,Contractor_038,"Khordha, Odisha",,"Document for project P00691. Type: Completion Certificate. Amount: 448000.0. Contractor: Contractor_038. Location: Khordha, Odisha.",In Progress
DOC00692,P00692,Inspection Report,2024-01-03,765000.0,Contractor_045,"Pune, Maharashtra",,"Document for project P00692. Type: Inspection Report. Amount: 765000.0. Contractor: Contractor_045. Location: Pune, Maharashtra.",In Progress
DOC00693,P00693,Sanction Letter,2024-02-24,757000.0,Contractor_013,"Warangal, Telangana",,"Document for project P00693. Type: Sanction Letter. Amount: 757000.0. Contractor: Contractor_013. Location: Warangal, Telangana.",In Progress
DOC00694,P00694,Utilization Certificate,2025-10-21,685000.0,Contractor_048,"Dharwad, Karnataka",,"Document for project P00694. Type: Utilization Certificate. Amount: 685000.0. Contractor: Contractor_048. Location: Dharwad, Karnataka.",In Progress
DOC00695,P00695,Completion Certificate,2025-06-21,1816000.0,Contractor_034,"Coimbatore, Tamil Nadu",,"Document for project P00695. Type: Completion Certificate. Amount: 1816000.0. Contractor: Contractor_034. Location: Coimbatore, Tamil Nadu.",In Progress
DOC00696,P00696,Inspection Report,2026-04-06,2123000.0,Contractor_040,"Dharwad, Karnataka",,"Document for project P00696. Type: Inspection Report. Amount: 2123000.0. Contractor: Contractor_040. Location: Dharwad, Karnataka.",Completed
DOC00697,P00697,Sanction Letter,2024-01-27,897000.0,Contractor_015,"Coimbatore, Tamil Nadu",,"Document for project P00697. Type: Sanction Letter. Amount: 897000.0. Contractor: Contractor_015. Location: Coimbatore, Tamil Nadu.",In Progress
DOC00698,P00698,Utilization Certificate,2025-03-25,1691000.0,Contractor_001,"Ahmedabad, Gujarat",,"Document for project P00698. Type: Utilization Certificate. Amount: 1691000.0. Contractor: Contractor_001. Location: Ahmedabad, Gujarat.",In Progress
DOC00699,P00699,Completion Certificate,2024-12-28,1308000.0,Contractor_035,"Aurangabad, Maharashtra",,"Document for project P00699. Type: Completion Certificate. Amount: 1308000.0. Contractor: Contractor_035. Location: Aurangabad, Maharashtra.",In Progress
DOC00700,P00700,Inspection Report,2024-12-05,892000.0,Contractor_009,"Bengaluru Urban, Karnataka",,"Document for project P00700. Type: Inspection Report. Amount: 892000.0. Contractor: Contractor_009. Location: Bengaluru Urban, Karnataka.",In Progress
DOC00701,P00701,Sanction Letter,2025-11-30,1511250.0,Contractor_040,Different Location,,Document for project P00701. Type: Sanction Letter. Amount: 1511250.0. Contractor: Contractor_040. Location: Different Location.,In Progress
DOC00702,P00702,Utilization Certificate,2025-05-10,798000.0,Contractor_056,"Dharwad, Karnataka",,"Document for project P00702. Type: Utilization Certificate. Amount: 798000.0. Contractor: Contractor_056. Location: Dharwad, Karnataka.",In Progress
DOC00703,P00703,Completion Certificate,2024-04-12,236000.0,Contractor_018,"Karimnagar, Telangana",,"Document for project P00703. Type: Completion Certificate. Amount: 236000.0. Contractor: Contractor_018. Location: Karimnagar, Telangana.",In Progress
DOC00704,P00704,Inspection Report,2024-11-16,2245000.0,Contractor_027,"Udaipur, Rajasthan",,"Document for project P00704. Type: Inspection Report. Amount: 2245000.0. Contractor: Contractor_027. Location: Udaipur, Rajasthan.",In Progress
DOC00705,P00705,Sanction Letter,2024-06-20,722000.0,Contractor_056,"Salem, Tamil Nadu",,"Document for project P00705. Type: Sanction Letter. Amount: 722000.0. Contractor: Contractor_056. Location: Salem, Tamil Nadu.",In Progress
DOC00706,P00706,Utilization Certificate,2024-07-22,1369000.0,Contractor_003,"Ganjam, Odisha",,"Document for project P00706. Type: Utilization Certificate. Amount: 1369000.0. Contractor: Contractor_003. Location: Ganjam, Odisha.",In Progress
DOC00707,P00707,Completion Certificate,2024-06-14,1334000.0,Contractor_059,"Warangal, Telangana",,"Document for project P00707. Type: Completion Certificate. Amount: 1334000.0. Contractor: Contractor_059. Location: Warangal, Telangana.",In Progress
DOC00708,P00708,Inspection Report,2025-05-15,1533000.0,Contractor_043,"Kolkata, West Bengal",,"Document for project P00708. Type: Inspection Report. Amount: 1533000.0. Contractor: Contractor_043. Location: Kolkata, West Bengal.",In Progress
DOC00709,P00709,Sanction Letter,2024-09-26,1206000.0,Contractor_027,"Ganjam, Odisha",,"Document for project P00709. Type: Sanction Letter. Amount: 1206000.0. Contractor: Contractor_027. Location: Ganjam, Odisha.",In Progress
DOC00710,P00710,Utilization Certificate,2025-08-12,1973000.0,Contractor_043,"Pune, Maharashtra",,"Document for project P00710. Type: Utilization Certificate. Amount: 1973000.0. Contractor: Contractor_043. Location: Pune, Maharashtra.",In Progress
DOC00711,P00711,Completion Certificate,2024-04-01,445000.0,Contractor_055,"Madurai, Tamil Nadu",,"Document for project P00711. Type: Completion Certificate. Amount: 445000.0. Contractor: Contractor_055. Location: Madurai, Tamil Nadu.",In Progress
